deviceId,time,ExpiredCO2,ExpiredO2,MVe,flowrate,frequency,pressure,ventilationMode,volumePerMinute,volumePerMovement,current,pressure1,pressure2,temperature1,temperature2
12693,1587245278,4.68,38.99,6345,-19185,10,3,Flowrate Control,2200,220,50,58,227,35.77,23.54
12693,1587245280,4.63,39.51,0,-1669,10,1,Flowrate Control,2200,220,50,460,107,35.56,23.75
12693,1587245282,4.61,38.86,6345,-20991,10,3,Flowrate Control,2200,220,50,60,246,35.52,23.88
12693,1587245284,4.64,39.59,0,-1669,10,1,Flowrate Control,2200,220,50,460,113,35.62,23.92
12693,1587245286,4.72,39.35,6345,-21001,10,3,Flowrate Control,2200,220,50,60,243,35.64,23.99
12693,1587245288,4.74,39.79,6345,3613,10,1,Flowrate Control,2200,220,50,334,152,35.63,23.8
12693,1587245290,4.74,39.84,6345,-18734,10,3,Flowrate Control,2200,220,50,58,228,35.78,23.77
12693,1587245292,4.66,39.82,6345,10238,10,1,Flowrate Control,2200,220,50,347,150,35.45,23.94
12693,1587245294,4.65,39.39,6345,-18889,10,3,Flowrate Control,2200,220,50,59,230,35.75,24.05
12693,1587245296,4.71,39.86,0,-1669,10,1,Flowrate Control,2200,220,50,460,107,35.81,24.04
12693,1587245298,4.72,39.61,6345,-21266,10,3,Flowrate Control,2200,220,50,60,243,35.75,24.21
12693,1587245300,4.64,39.1,6345,3614,10,1,Flowrate Control,2200,220,50,347,149,35.76,24.11
12693,1587245302,4.61,38.47,6345,-21283,10,3,Flowrate Control,2200,220,50,60,243,35.57,24.33
12693,1587245304,4.64,38.62,6345,5176,10,1,Flowrate Control,2200,220,50,334,150,35.74,24.45
12693,1587245306,4.64,38.69,6345,-18776,10,3,Flowrate Control,2200,220,50,58,228,35.85,24.4
12693,1587245308,4.66,38.39,0,-1668,10,1,Flowrate Control,2200,220,50,460,113,35.55,24.48
12693,1587245310,4.68,38.19,6345,-20994,10,3,Flowrate Control,2200,220,50,60,244,35.83,24.53
12693,1587245312,4.69,37.53,6345,2784,10,1,Flowrate Control,2200,220,50,347,150,35.99,24.44
12693,1587245314,4.71,38.04,6345,-19195,10,3,Flowrate Control,2200,220,50,58,227,35.97,24.24
12693,1587245316,4.73,38.73,6345,8569,10,1,Flowrate Control,2200,220,50,334,150,35.87,24.39
12693,1587245318,4.78,38.88,6345,-18698,10,3,Flowrate Control,2200,220,50,58,230,35.83,24.59
12693,1587245320,4.74,38.58,6345,3617,10,1,Flowrate Control,2200,220,50,334,152,35.9,24.42
12693,1587245322,4.8,38.62,6345,-19110,10,3,Flowrate Control,2200,220,50,58,232,36.0,24.62
12693,1587245324,4.89,38.68,6345,10240,10,1,Flowrate Control,2200,220,50,334,152,36.33,24.46
12693,1587245326,4.82,38.16,6345,-18903,10,3,Flowrate Control,2200,220,50,58,227,36.44,24.24
12693,1587245328,4.75,37.68,6345,6853,10,1,Flowrate Control,2200,220,50,334,152,36.33,24.23
12693,1587245330,4.73,38.26,6345,-19095,10,3,Flowrate Control,2200,220,50,58,228,36.55,24.23
12693,1587245332,4.82,37.54,6345,8568,10,1,Flowrate Control,2200,220,50,334,152,36.69,24.44
12693,1587245334,4.85,38.07,6345,-18724,10,3,Flowrate Control,2200,220,50,59,230,36.97,24.25
12693,1587245336,4.88,37.83,6345,8571,10,1,Flowrate Control,2200,220,50,334,152,37.16,24.14
12693,1587245338,4.88,37.99,6345,-18876,10,3,Flowrate Control,2200,220,50,58,230,37.43,24.07
12693,1587245340,4.86,38.11,0,-1668,10,1,Flowrate Control,2200,220,50,396,102,37.77,24.04
12693,1587245342,4.81,38.24,6345,-21282,10,3,Flowrate Control,2200,220,50,60,243,37.94,24.15
12693,1587245344,4.85,38.06,0,-1669,10,1,Flowrate Control,2200,220,50,344,93,37.85,24.33
12693,1587245346,4.8,37.87,6345,-21333,10,3,Flowrate Control,2200,220,50,60,246,37.84,24.37
12693,1587245348,4.86,38.36,6345,10238,10,1,Flowrate Control,2200,220,50,334,152,38.15,24.49
12693,1587245350,4.86,37.75,6345,-18739,10,3,Flowrate Control,2200,220,50,59,230,37.78,24.47
12693,1587245352,4.94,37.48,6345,8568,10,1,Flowrate Control,2200,220,50,347,149,37.74,24.45
12693,1587245354,4.87,37.62,6345,-21283,10,3,Flowrate Control,2200,220,50,60,248,37.75,24.64
12693,1587245356,4.92,37.2,0,-1668,10,1,Flowrate Control,2200,220,50,371,95,38.0,24.73
12693,1587245358,4.89,37.62,6345,-20989,10,3,Flowrate Control,2200,220,50,60,246,37.74,24.59
12693,1587245360,4.92,36.88,0,-1669,10,1,Flowrate Control,2200,220,50,460,107,37.86,24.65
12693,1587245362,4.99,36.83,6345,-21004,10,3,Flowrate Control,2200,220,50,60,243,38.19,24.44
12693,1587245364,4.94,37.21,6345,5174,10,1,Flowrate Control,2200,220,50,347,150,38.19,24.41
12693,1587245366,4.96,37.91,6345,-18745,10,3,Flowrate Control,2200,220,50,58,228,38.22,24.56
12693,1587245368,4.89,37.89,6345,5174,10,1,Flowrate Control,2200,220,50,334,150,37.95,24.67
12693,1587245370,4.82,38.52,6345,-21277,10,3,Flowrate Control,2200,220,50,60,244,37.74,24.81
12693,1587245372,4.81,39.13,0,-1669,10,1,Flowrate Control,2200,220,50,377,98,37.74,24.57
12693,1587245374,4.82,39.36,6345,-19099,10,3,Flowrate Control,2200,220,50,58,230,37.58,24.57
12693,1587245376,4.8,38.97,6345,5037,10,1,Flowrate Control,2200,220,50,332,150,37.83,24.55
